COURSE_ID;HIPPODROME_ID;DATE;REUNION;DISCIPLINE;PISTE_COURSE;TYPE_COURSE;DISTANCE;NOMBRE_PARTANT_COURSE;ALLOCATION_TOTAL_COURSE;CORDE;ETAT_TERRAIN;PENETROMETRIE;VENT_COURSE;TEMPERATURE_COURSE;CHRONO_COURSE;PLACE_CHEVAL;NUMERO_CHEVAL;CHEVAL_ID;JOCKEY_ID;ENTRAINEUR_ID;SEXE_CHEVAL;AGE_CHEVAL;STALLE_CHEVAL;VALEUR_HANDICAP_CHEVAL;POIDS_CHEVAL;MUSIQUE_CHEVAL;COTE_CHEVAL;GAINS_TOTAL_CHEVAL;GAIN_TOTAL_VICTOIRE_CHEVAL;GAIN_TOTAL_ANNEE_CHEVAL;NOMBRE_COURSE_TOTAL_CHEVAL;POURCENTAGE_GAIN_VICTOIRE_TOTAL_CHEVAL;POURCENTAGE_GAIN_ANNEE_CHEVAL;NOMBRE_VICTOIRE_TOTAL_CHEVAL;POURCENTAGE_VICTOIRE_CHEVAL;NOMBRE_PLACE_TOTAL_CHEVAL;POURCENTAGE_PLACE_TOTAL_CHEVAL;AUTRE_PLACE_TOTAL_CHEVAL;POURCENTAGE_AUTRE_TOTAL_CHEVAL
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;1;6;KING OF EYLAU;CRISTIAN DEMURO;J. BOISNARD (S);H;3;5;31.5;58.5;2p8p6p3p4p2p3p(24)6p7p;5.3;15570;0;14570;9;0.00;0.94;0;0.00;4;0.44;5;0.56
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;2;4;LADY COOL;ANTOINE WERLE;K. TAVARES (S);F;3;4;32.5;59.5;3p1p2p2p3p2p2p7p(24)2p;6.7;29888;7500;24938;12;0.25;0.83;1;0.08;7;0.58;4;0.33
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;3;10;GYP SEA;FABRICE VERON;G. LEMER (S);F;3;2;27.0;54.0;5p5p4p6p9p3p0p3p7p7p;20.0;23150;6000;13950;18;0.26;0.60;1;0.06;3;0.17;14;0.78
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;4;11;AMITY;MAXIME FOULON;M. ALONSO ROLDAN;F;3;12;26.0;53.0;5p4p2p7p0p0p;26.0;4028;0;4028;6;0.00;1.00;0;0.00;1;0.17;5;0.83
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;5;5;ELFENN;THOMAS BLANCHOUIN;J. BOISNARD (S);F;3;8;32.5;58.5;5p1p3p1p8p6p4p;9.4;21696;17100;21696;7;0.79;1.00;2;0.29;1;0.14;4;0.57
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;6;9;LA FERRETCAPIENNE;IORITZ MENDIZABAL;G. RIVASES;F;3;11;27.0;54.0;4p3p7p6p9p6p0p0p7p4p;11.0;32435;0;12385;29;0.00;0.38;0;0.00;5;0.17;24;0.83
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;7;1;ESCAPE GAME;TONY PICCONE;HA. PANTALL (S);M;3;9;34.0;61.0;2p2p3p2p4p4p7p4p3p4p;3.8;28866;0;27366;12;0.00;0.95;0;0.00;5;0.42;7;0.58
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;8;2;CHATEAU ESQUIULE;THOMAS HENDERSON;A. LARTIGAU;M;3;10;33.5;60.5;1p4p2p2p0p2p2p(24)0p7p;12.0;26700;7800;26700;9;0.29;1.00;1;0.11;4;0.44;4;0.44
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;9;7;HANMER SPRINGS;MME ANAELLE MEKOUCHE;G. LEMER (S);F;3;7;30.5;56.0;0p6p5p8p;46.0;1050;0;1050;4;0.00;1.00;0;0.00;0;0.00;4;1.00
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;10;8;LUCKY D'ID;GARY SANCHEZ;R. AVIAL LOPEZ;M;3;3;30.0;57.0;8p5p0p6p0p2p3p(24)4p5p;16.0;11568;0;8118;9;0.00;0.70;0;0.00;2;0.22;7;0.78
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;11;12;OCEAN KINGDOM;MME VICTORIA ALONSO VIDAL DE LA PENA;B. MORENO-NAVARRO;H;3;1;24.5;50.0;0p6p0p0p;42.0;0;;;4;;;0;0.00;0;0.00;4;1.00
10;7;20250829;R4;P;HE;CH;1900;12;19200;D;TS;3.8;30;21.0;120.28;12;3;BIG DREAM CEN;VALENTIN SEGUY;P. OLAVE VALDIVIELSO;M;3;6;33.5;60.5;6p1p5p6p6p(24)2p;14.0;13076;6850;8476;6;0.52;0.65;1;0.17;1;0.17;4;0.67
