COURSE_ID;HIPPODROME_ID;DATE;REUNION;DISCIPLINE;PISTE_COURSE;TYPE_COURSE;DISTANCE;NOMBRE_PARTANT_COURSE;ALLOCATION_TOTAL_COURSE;CORDE;ETAT_TERRAIN;PENETROMETRIE;VENT_COURSE;TEMPERATURE_COURSE;CHRONO_COURSE;PLACE_CHEVAL;NUMERO_CHEVAL;CHEVAL_ID;JOCKEY_ID;ENTRAINEUR_ID;SEXE_CHEVAL;AGE_CHEVAL;STALLE_CHEVAL;VALEUR_HANDICAP_CHEVAL;POIDS_CHEVAL;MUSIQUE_CHEVAL;COTE_CHEVAL;GAINS_TOTAL_CHEVAL;GAIN_TOTAL_VICTOIRE_CHEVAL;GAIN_TOTAL_ANNEE_CHEVAL;NOMBRE_COURSE_TOTAL_CHEVAL;POURCENTAGE_GAIN_VICTOIRE_TOTAL_CHEVAL;POURCENTAGE_GAIN_ANNEE_CHEVAL;NOMBRE_VICTOIRE_TOTAL_CHEVAL;POURCENTAGE_VICTOIRE_CHEVAL;NOMBRE_PLACE_TOTAL_CHEVAL;POURCENTAGE_PLACE_TOTAL_CHEVAL;AUTRE_PLACE_TOTAL_CHEVAL;POURCENTAGE_AUTRE_TOTAL_CHEVAL
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;1;2;CHICA DE CIUDAD;MME AMBRE MOLINS;P.DE CHEVIGNY;F;4;7;39.0;59.5;5p1p2p0p1p(24)1p5p4p6p;11.0;69075;47500;49925;11;0.69;0.72;3;0.27;3;0.27;5;0.45
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;2;3;ALVA;MME MICKAELLE MICHEL;F. CHAPPET (S);F;5;14;38.5;59.0;8p2p1p5p5p(24)6p5p2p3p;14.0;108890;49500;38800;23;0.45;0.36;3;0.13;6;0.26;14;0.61
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;3;4;SALALAH;MME MARIE WALDHAUSER;J. ANDREU (S);F;4;15;38.5;59.0;2p2p1p0p4p4p3p5p(24)7p;13.0;92721;48000;30971;27;0.52;0.33;4;0.15;8;0.30;15;0.56
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;4;9;ASHIKIDAH;MME DELPHINE SANTIAGO;FH. GRAFFARD (S);F;3;13;39.0;57.0;4p2p9p(24)1p3p;9.4;27200;15000;5200;5;0.55;0.19;1;0.20;2;0.40;2;0.40
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;5;1;DIVIDE AND RULE;MME MARIE VELON;JP. GAUVIN (S);F;4;16;39.5;60.0;6p5p1p6p7p7p(24)0p2p5p;15.0;74314;47000;32694;15;0.63;0.44;3;0.20;3;0.20;9;0.60
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;6;7;WITH ZEST;MME CORALIE PACAUT;M. BARATTI (S);F;3;5;40.0;58.0;7p1p3p(24)2p;11.0;19913;13500;17550;4;0.68;0.88;1;0.25;2;0.50;1;0.25
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;7;5;ALREYYAH;MME MANON GERMAIN;J. REYNIER (S);F;3;12;40.5;58.5;4p1p5p1p4p;6.5;30824;22500;30824;5;0.73;1.00;2;0.40;0;0.00;3;0.60
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;8;12;TRUE VALUE;MME FRIDA VALLE SKAR;MME C. BARANDE BARBE;F;4;3;35.0;55.5;8p0p0p3p1p9p0p8p0p1p;18.0;91715;74815;30780;35;0.82;0.34;7;0.20;3;0.09;25;0.71
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;9;8;ALABAMA MOON;MME LEA BAILS;H. BLUME;F;4;2;37.0;57.5;5p9p3p3p2p0p8p(24)6p8p;6.0;79746;25500;26946;19;0.32;0.34;2;0.11;7;0.37;10;0.53
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;10;6;HONEYFLOWER;MME LORETTE GALLO;HA. PANTALL (S);F;3;9;40.0;58.0;8p7p2p1p5p2p;17.0;21650;10500;21650;6;0.48;1.00;1;0.17;2;0.33;3;0.50
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;11;10;WAZIERS;MME MARINA BRUNELLI;F. FORESI;F;5;10;36.0;56.5;3p3p1p9p0p1p0p0p3p;15.0;113292;43500;32367;44;0.38;0.29;4;0.09;17;0.39;23;0.52
6;1;20250828;R1;P;HE;CH;1400;14;50900;;BS;3.4;26;20.0;82.96;12;16;IRISHKAMAYA;MME ETHEL RABHI;MME J. DUPONT-FAHN;F;5;1;32.5;53.0;4p0p1p3p1p2p(24)2p2p4p;25.0;97710;39000;31560;36;0.40;0.32;4;0.11;12;0.33;20;0.56
