COURSE_ID;HIPPODROME_ID;DATE;REUNION;DISCIPLINE;PISTE_COURSE;TYPE_COURSE;DISTANCE;NOMBRE_PARTANT_COURSE;ALLOCATION_TOTAL_COURSE;CORDE;ETAT_TERRAIN;PENETROMETRIE;VENT_COURSE;TEMPERATURE_COURSE;CHRONO_COURSE;PLACE_CHEVAL;NUMERO_CHEVAL;CHEVAL_ID;JOCKEY_ID;ENTRAINEUR_ID;SEXE_CHEVAL;AGE_CHEVAL;STALLE_CHEVAL;VALEUR_HANDICAP_CHEVAL;POIDS_CHEVAL;MUSIQUE_CHEVAL;COTE_CHEVAL;GAINS_TOTAL_CHEVAL;GAIN_TOTAL_VICTOIRE_CHEVAL;GAIN_TOTAL_ANNEE_CHEVAL;NOMBRE_COURSE_TOTAL_CHEVAL;POURCENTAGE_GAIN_VICTOIRE_TOTAL_CHEVAL;POURCENTAGE_GAIN_ANNEE_CHEVAL;NOMBRE_VICTOIRE_TOTAL_CHEVAL;POURCENTAGE_VICTOIRE_CHEVAL;NOMBRE_PLACE_TOTAL_CHEVAL;POURCENTAGE_PLACE_TOTAL_CHEVAL;AUTRE_PLACE_TOTAL_CHEVAL;POURCENTAGE_AUTRE_TOTAL_CHEVAL
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;1;9;;MME FRIDA VALLE SKAR;MME C. BARANDE BARBE;F;3;7;24.5;55.0;0p0p0p0p7p9p;14.0;0;;;6;;;0;0.00;0;0.00;6;1.00
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;2;3;STAY AROUND;ALEXIS POUCHIN;E. LIBAUD (S);H;3;11;26.5;58.5;5p6p0p3p0p4p(24)0p0p;5.3;2265;;2265;8;;1.00;0;0.00;1;0.13;7;0.88
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;3;1;IMPARATOR;CRISTIAN DEMURO;M. RULEC (S);H;3;8;27.0;59.0;8p2p8p7p(24)0p;4.4;3230;;3230;5;;1.00;0;0.00;1;0.20;4;0.80
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;4;10;QUI EVIDAMENT QUI;MME DELPHINE SANTIAGO;CH. PLISSON (S);F;3;1;24.0;54.5;5p0p8p0p4p5p4p5p0p9p;18.0;6542;;6542;12;;1.00;0;0.00;0;0.00;12;1.00
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;5;7;PIECE MAITRESSE;FABIEN LEFEBVRE;S. GOUVAZE (S);F;3;2;25.5;57.5;2p2p7p3p5p9p6p8p(24)8p;4.0;6319;;6319;9;;1.00;0;0.00;3;0.33;6;0.67
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;6;11;JUST FOR GAB'S;MME CORALIE PACAUT;C. PAUTIER;F;3;4;23.0;53.5;0p8p3p5p6p5p(24)2p3p9p;33.0;6900;;2900;11;;0.42;0;0.00;3;0.27;8;0.73
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;7;6;LADY LUCK;COSTANTINO CARBONI;MME C. ALESI;F;3;6;25.5;56.0;4p7p6p8p0p1p9p0p0p6p;13.0;10066;5000;7566;17;0.50;0.75;1;0.06;1;0.06;15;0.88
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;8;12;CIACCINO;MME LORETTE GALLO;M. BOUTIN (S);H;3;13;23.0;53.0;5p7p3p7p8p9p8p0p0p;12.0;4284;;4284;9;;1.00;0;0.00;1;0.11;8;0.89
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;9;5;GREYMARA;MME MARIE VELON;A. FOUASSIER;H;3;3;25.5;56.0;0p9p7p2p1p1p7p4p6p5p;9.4;19684;9000;16684;17;0.46;0.85;2;0.12;2;0.12;13;0.76
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;10;13;BAI TU LONG;LUDOVIC BOISSEAU;J. PARIZE;F;3;12;21.5;53.5;0p6p6p9p4p4p0p1p5p7p;34.0;10764;6000;8889;15;0.56;0.83;1;0.07;1;0.07;13;0.87
4;1;20250828;R1;P;PSF;CH;1900;11;18200;D;PSF_L;;26;20.0;120.56;11;2;;MME LEA BAILS;N. GUILBERT;F;3;10;26.5;57.0;0p0p6p0p8p7p0p(24)4p8p;28.0;25950;11500;0;13;0.44;0.00;1;0.08;2;0.15;10;0.77
